artist,wholefestival_url,wholefestival_description,soundcloud_url,soundcloud_urls,wholefestival_links,soundcloud_canonical_url,soundcloud_followers,soundcloud_description,soundcloud_avatar_url,genres,scrape_status,scraped_at
HiNergy: Sober curious slot,https://www.wholefestival.com/lineup,,,,,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
HOLY LOLLY,https://www.wholefestival.com/lineup,"Guiding the crowd through a vibrant tapestry where diverse musical genres converge with rich cultural histories, her progressive and sexy house compositions, jazzy vibes and tribal flairs facilitate a liberating experience to FREE YOURSELF. Her Ghanaian roots and settled years in the club scene (as a host, party expert, column-writer, or radio host) shaping her, blending different vibes. Her artistic style reflects a nuanced fusion of influences, where bongos, big drums & percussions lead the way. Get ready for an innovative exploration of soundscapes.",,,https://www.instagram.com/_holylolly_,,,,,house,no_soundcloud_link,2026-07-11T09:17:17+00:00
Hyperaktivist,https://www.wholefestival.com/lineup,"Hyperaktivist by name and by nature, Ana Laura Rincón is as dynamic as she is\ndisruptive. Blending groove-ridden techno, psychedelic-tinged trance and rhapsodic old-school house, the DJ’s percussive persuasion ricochets through her every endeavour. Photographer: David Mesa",https://soundcloud.com/hyperaktivist,https://soundcloud.com/hyperaktivist,https://www.instagram.com/hyperaktivist/?hl=en;https://soundcloud.com/hyperaktivist,https://soundcloud.com/hyperaktivist,12670,"Bookings: julia@triangleagency.com
Contact: info.messberlin@gmail.com

Founder of MESS (Berlin)
Mindful Electronic Sonic Selections a forward-thinking club-night with a focus on queer and femme artists, dedicated to the celebration of diversity and supporting DIY club culture around the world. 
www.instagram.com/messberlin
www.soundcloud.com/messberlin

and

Co founder of MALA JUNTA (Berlin)
A series of faster/funkier more old school hard-hitting intimate queer techno parties.
www.instagram.com/malajunta.official

From Venezuela 
Based in Berlin",https://i1.sndcdn.com/avatars-000509111907-c6lax4-large.jpg,techno; house; trance,ok,2026-07-11T09:17:17+00:00
Isa GT,https://www.wholefestival.com/lineup,"A pioneer in the global bass scene, Colombian producer, singer and DJ. For\nyears Isa GT has been creating some of the best spaces and parties, back in\nthe mid noughties in London with GIRLCORE and nowadays with Puticlub in Berlin. She’s always igniting the dancefloor with her fearless mix club sounds with a tropical twist. Photographer: David Mesa Terraza",https://soundcloud.com/isagt,https://soundcloud.com/isagt,https://instagram.com/isagtofficial;https://music.apple.com/us/artist/isa-gt/357801469;https://soundcloud.com/isagt,https://soundcloud.com/isagt,1879,"Colombian artist based in Berlin & London with releases on: Fania Records, Mad Decent, Man Recordings, Dim Mak, Don't Be Afraid and my own Etoro Records.

Member of the !WOWOW!,  Girlcore Collectives.

Founder of nights Musicalia and Puticlub

Monthly Musicalia Radio Show on Berlin Community Radio: 
http://www.berlincommunityradio.com/musicalia-isa-gt",https://i1.sndcdn.com/avatars-tzoYK05LDIc4CvLu-zkeUNg-large.jpg,bass,ok,2026-07-11T09:17:17+00:00
ISAbella,https://www.wholefestival.com/lineup,"From intimate underground gatherings to packed main rooms, ISAbella has become a leading figure in today’s global electronic scene. As co-founder of the celebrated LGBTQ+ party, platform and collective MARICAS, she has crafted inclusive spaces that celebrate queer culture and foster connection both on and off the dancefloor. Her impact, however, extends far beyond the city – ISAbella is now a powerful presence on the international electronic music circuit, known for emotionally charged sets that blend house and techno into deeply\ntransformative dancefloor journeys. Originally from Cali, Colombia, ISAbella found her creative home in Barcelona, where she co-founded MARICAS in 2018—a party that quickly evolved into a multidisciplinary platform and record label. In 2020, she released her debut EP Audio Exótica on MARICAS Records and launched the livestream series The Art of Staying at Home, which offered a lifeline of connection and joy during lockdown. As a producer, ISAbella continues to explore hypnotic and percussive sonic landscapes that reflect her Latin American roots and club sensibilities. Her music has been featured on respected imprints like Peach Discs and MARICAS Records, with tracks that balance raw emotional intensity and bold rhythmic energy—further solidifying her voice as a singular artist in the global scene. Her reach has since gone global, with standout performances at world-\nrenowned festivals like Primavera Sound, Glastonbury, Sónar, Dekmantel, Dimensions and Lentekabinet. On the club circuit, she’s brought her distinctive sound to iconic, legendary venues including Berghain, Fabric, Nitsa and Fold. Beyond the decks, ISAbella continues to push for visibility and liberation within the scene—\nchampioning a vision of club culture that is radical, joyful and deeply\nhuman. Photographer: leoadef",https://soundcloud.com/bellasalmonella,https://soundcloud.com/bellasalmonella,https://www.instagram.com/bellasalmonella/;https://soundcloud.com/bellasalmonella,https://soundcloud.com/bellasalmonella,7802,"@maricasmaricas 


BARCELONA/COLOMBIA
Booking Enquiries:
chiara@octopus-agents.com 
MGMT: isabella@canopyartists.net
https://www.instagram.com/bellasalmonella/",https://i1.sndcdn.com/avatars-bBkyAfFoZb96kZLF-hEWaeA-large.jpg,techno; house; latin,ok,2026-07-11T09:17:17+00:00
Jacob Meehan,https://www.wholefestival.com/lineup,"Jacob Meehan is a Berlin- and LA–based DJ, producer, and part of the team organizing WHOLE  year-round. With a deep knowledge of the dance floor and the systems that hold it together, he’s quietly helped shape queer nightlife culture over the past two decades. Raised in 1990s rural America, a time and place not exactly overflowing with queer representation, creating and sustaining these spaces remains central to his work. Jacob received his education in Chicago, both formally and through his time at institutions like Smartbar and Gramaphone Records, where his connection to the city’s house music legacy took shape. His sound embodies the ethos of house, moving fluidly through techno, disco, and ambient, guided by momentum, restraint, and release. In 2026, Jacob stepped forward with a new body of self-released music on his imprint, Gay Groove Records.",https://soundcloud.com/jacob-meehan,https://soundcloud.com/jacob-meehan,https://www.jacobmeehan.com/;https://jacobmeehan.bandcamp.com/album/mini-revelations;https://soundcloud.com/jacob-meehan;https://www.instagram.com/jdmeehan/,https://soundcloud.com/jacob-meehan,2510,"Chicago ---> Berlin
From Chicago, Jacob Meehan has made a name for himself over the last fifteen years as both a musical purveyor & vibe creator. Since moving to Berlin in 2016, he’s left his mark with two projects beloved by the queer community: @radio-buttons & @wholefestival . The last few years he’s delved into music production and leading ambient focused yoga nidra guided meditation sessions.

Past appearances include:
Adonis (London)
Basement (NYC)
Bunker (NYC)
Carry Nation (NYC)
Cocktail d'Amore (Berlin)
Club Toilet (Detroit)
Contact (Tokyo)
Equation Festival (Vietnam)
Honcho Campout (USA)
Honey Soundsystem (SF)
Horse Meat Disco (Berlin)
Listen Festival (Brussels)
Panorama Bar (Berlin)
Savage (Hanoi)
Signal (LA)
Smart Bar (Chicago)
Tresor (Berlin)
Unter (NYC)
Unknwn (Manila)
Wrecked (NYC)
Zero Chill (NYC)",https://i1.sndcdn.com/avatars-EBTXSTbMzID8eUPc-6BQHaA-large.jpg,techno; house; ambient; disco,ok,2026-07-11T09:17:17+00:00
James Lotion,https://www.wholefestival.com/lineup,"James Lotion teases and pleases the floor with playful, trippy, and sexy sounds. He sees the dance floor as a space for exploration and emotional release, guiding dancers through shifting energies, wild selections, and ecstatic melodies. Since 2014 he has poured his heart into SWEAT, a Berlin-based club night and DJ collective centering queer and trans joy. Vibes: Cheeky and playful dancefloor work-outs Photographer: Adam Carey",https://soundcloud.com/james-lotion,https://soundcloud.com/james-lotion,https://www.instagram.com/james_lotion/;https://soundcloud.com/james-lotion,https://soundcloud.com/james-lotion,556,"CHEEKY DANCEFLOOR WORK-OUTS AND EMOTIONAL LISTENING SESSIONS

James Lotion’s sets are as much for the body as for the mind and take you on a journey of changing energies, wild selections, and ecstatic melodies. 

He loves to tease and please the dance floor with a mix of house, techno, and other adventurous club sounds that are playful, sexy, deep, and unapologetically queer.

㋛ Co-founder of queer and trans party @sweatrave 
㋛  Resident DJ at @denandensidecph

Bookings and requests: james.lotion.dj@gmail.com

For upcoming and past gigs check instagram",https://i1.sndcdn.com/avatars-6Jdl5XJglP2fx4KO-JEsIdw-large.jpg,,ok,2026-07-11T09:17:17+00:00
JASSS,https://www.wholefestival.com/lineup,"JASSS is a Spanish sound artist, producer, and DJ with releases on labels such as AD-93, Ostgut Ton, and Never Sleep, aside from a residency in Herrensauna. Her retrofuturist style foregrounds bass and percussion, approaching but denying a techno orientation by embracing atmospheres of industrial pop, nu-metal distortion, and fuzzed-out R&B. Her sound is always rooted in full-flavour, high-impact stuff that is brilliantly compelling and strobe lit throughout, whether stepping at half time or falling over itself in a race to the end. Photographer: Rachel Israela Scheidt",https://soundcloud.com/jass-29,https://soundcloud.com/jass-29,https://www.instagram.com/jasss_inc/;https://soundcloud.com/jass-29;https://open.spotify.com/artist/4reMrexillTAvq1AQr6MzV,https://soundcloud.com/jass-29,13325,Booking: meri@futura-artists.com,https://i1.sndcdn.com/avatars-XVUd20jbHdnbiwyp-yA8JPA-large.jpg,techno; industrial; bass; pop; r&b,ok,2026-07-11T09:17:17+00:00
Jeffrey Sfire,https://www.wholefestival.com/lineup,"Jeffrey Sfire is originally from suburban Detroit, where he was introduced to underground dance music and illegal warehouse parties as a teenager in the 90's. This escape from suburbia led him to the dancefloors of the city’s most talented DJs and musicians, who soon exposed him to a new culture of creative riches. Learning by example, Sfire’s taste and skills as a DJ developed naturally and he soon began playing out at parties, clubs and sleazy gay afterhours, entering covertly through back doors or with a fake ID. At the age of 18, a move to Chicago led Sfire to a whole other side of dance music history, including the Italo Disco and High Energy sounds of the 1980s. He spent afternoons digging through record store crates, meeting retired DJs and developing his musical palette. Jeffrey’s style is absolutely unique and clearly tied to the roots of his midwest upbringing and he can be found working the floor out with italo, high nrg, chicago house, and everything WBMX. Having held numerous club residencies, he regularly plays in LA, Detroit, Chicago, and New York, consistently offering a finely-tuned selection at clubs like Basement and Nowadays in NY, Panoramabar Berlin, and Hot Mass in Pittsburgh. He also has a hand in producing parties such as Detroit's infamous Movement weekend queer rager, Club Toilet, and collaborating with Justin Cudmore on a new monthly Sunday party at Signal (NY). Jeffrey is also a gifted producer and one half of production projects: Sfire (with Sophie), Looky Looky, and Pushing Movies with releases on labels such as Dark Entries, Cocktail D’Amore Music and Ultramajic, while his mixes have long been prized for their depth and quality and are often featured as RA mix of the day.",https://soundcloud.com/jeffreysfire,https://soundcloud.com/jeffreysfire,https://www.instagram.com/jeffreysfire/;https://soundcloud.com/jeffreysfire,https://soundcloud.com/jeffreysfire,2778,,https://i1.sndcdn.com/avatars-000063146090-mrrkp4-large.jpg,house; disco,ok,2026-07-11T09:17:17+00:00
Jetconcept,https://www.wholefestival.com/lineup,"New York–born and Berlin–based, Jetconcept is a longtime contributor to kwia. Together with Lydo, he organized events at the space where he explores weaving indie R&B, hypnotic synths, submerged basslines, and drifting breakbeats. Jetconcept is part of KWIA’s 5-hour takeover, closing the Ambient Stage through to 5am Monday morning.",,,https://www.instagram.com/jetconcept917/,,,,,ambient; r&b,no_soundcloud_link,2026-07-11T09:17:17+00:00
JO.JOE,https://www.wholefestival.com/lineup,"Cairo-born and Amsterdam-based artist, JO.JOE (they/them) is an artist, drag performer & co-founder of Fatale Cabaret . Their artistic essence combines elements of clubkid-drag, dance, theatre and punk. They aim at challenging elements of gender with their aesthetic while pushing the boundaries of traditional drag, the body, sexuality and identity. Photo by @paulinanoll",,,https://www.instagram.com/jo.joe._,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
JPTALAPIAN,https://www.wholefestival.com/lineup,"A rising talent from Manila with a deeply heartfelt approach to DJing and an exceptionally tasteful selection. Quickly becoming one of the most promising new voices in the scene.\n\nJPTALAPIAN is part of KWIA’s 5-hour takeover, closing the Ambient Stage through to 5am Monday morning.",https://soundcloud.com/john-paul-talapian,https://soundcloud.com/john-paul-talapian,https://www.instagram.com/jptalapian/;https://soundcloud.com/john-paul-talapian,https://soundcloud.com/john-paul-talapian,156,Bugbugan na.,https://i1.sndcdn.com/avatars-oppy4RMaszJ98lyP-FMdLBQ-large.jpg,ambient,ok,2026-07-11T09:17:17+00:00
Juliana Huxtable,https://www.wholefestival.com/lineup,"Poetry navigate the complexification of desire in a life increasingly mediated by technology, her music utilizes the sounds of technology itself to construct parallel realities to be inhabited and embodied in rhythm and harmonic tableaux. Her sets skillfully deploy the notion of sampling, and re-­‐blogging as DJ strategies, ecstatically mixing an array of influences that frolic at the boundary of genre-­‐ intuition and experimentation. At once an assertion of freedom and an ode to the evolutionary structure of electronic music subcultures, she aspires to the sublime in what can often only be described as witchcraft behind the decks; seance from the stage. Photographer: Benjamin Taylor",https://soundcloud.com/julianahuxtable,https://soundcloud.com/julianahuxtable,https://www.instagram.com/julianahuxtable;https://soundcloud.com/julianahuxtable,https://soundcloud.com/julianahuxtable,20337,"SHOCKVALUENYC

worldwide: 
daniela@triangleagency.com

north/south america: 
masa@icartists.net
delaney@icartists.net

lectures, writing & art: 
studio@julianahuxtable.com",https://i1.sndcdn.com/avatars-QGYbpj1n0BmQDMyV-6DA46Q-large.jpg,,ok,2026-07-11T09:17:17+00:00
Julie Desire,https://www.wholefestival.com/lineup,"Julie Desire embodies a new queer wave on the European electronic scene. She sets clubs and festivals across the continent ablaze with raw energy, percussive rhythms, and unapologetic sensuality. Blending progressive house, tribal house, and anything that could spark an orgy, her sound is an ode to desire, trans bodies, and sweat. Always high NRG, often sexy, her music is a visceral celebration of identity. A versatile producer, she’s released tracks on Maricas, BDE, Correspondant, and more. She’s also the co-founder of With Us, a queer party collective spotlighting trans and non-binary artists. Julie Desire is raw energy, a queer vision, and an unstoppable urge to make bodies move. Photographer: Solisse",https://soundcloud.com/juliiiiiiiedesire,https://soundcloud.com/juliiiiiiiedesire,https://www.instagram.com/julie_desire_/;https://soundcloud.com/juliiiiiiiedesire,https://soundcloud.com/juliiiiiiiedesire,4557,"She/Her 🏳️‍⚧️
HIGH NRG✦SHEMALE
___________________________________________________________


𝔹ooking : alex@klsbookings.com 
𝕄um of With Us parties a plateforme aims to bring the light on queers people with ITW, mixes and parties.",https://i1.sndcdn.com/avatars-NxCR2ns5L8T8k9ck-yajrqw-large.jpg,house,ok,2026-07-11T09:17:17+00:00
KABULOM,https://www.wholefestival.com/lineup,"KABULOM believes that music is a powerful tool that allows us to create spaces where a story can be told and valued. With his authentic musical selection, he manages to weave concepts, extensive research and passion into his sets, thus creating relevant performances. Creator and resident of the @mathosa.bh and @tumulto_co parties in Belo Horizonte, KABULOM seeks to place rhythm on the black perspective and his influences that derive from his own trajectory. His research is a dialogue between the way he sees the world and his connections with sound, which make him traverse different rhythms such as house, disco and even the rare kwaito in a unique way. Rhythm is what moves him, and through research he seeks to navigate among African children. Gaining knowledge of the history of black people, their struggles, their pain and their achievements. KABULOM has a special and passionate way of absorbing music. This ability is transmitted during his performances that reverberate his personality.",https://soundcloud.com/kabulo/sets/kabulom-sets,https://soundcloud.com/kabulo/sets/kabulom-sets,https://www.instagram.com/kabulom_/;https://soundcloud.com/kabulo/sets/kabulom-sets,https://soundcloud.com/kabulo/sets/kabulom-sets,960,@gallaonfire,https://i1.sndcdn.com/avatars-b5Oi2zcI0t5EtI96-fCfytQ-large.jpg,Electronic,ok,2026-07-11T09:17:17+00:00
Karani,https://www.wholefestival.com/lineup,"KARANI is part of SUEYA which is a Black queer-led collective that centres Berlin's BIPOC queer community. Catch residents Karani and Caesarr on the Trina decks tearing through breaks, housey edits, RnB anthems and uptempo riddims. Come curious, come correct, come and shake sum!",https://soundcloud.com/karani1,https://soundcloud.com/karani1,https://www.instagram.com/karaninyeko/;https://soundcloud.com/karani1,https://soundcloud.com/karani1,205,"DJ based in Berlin

Sueya collective 

Shows/Bookings: 
Email: Kevinnyeko@gmail.com
Instagram: @Karaninyeko 

Upcoming gigs 2026:
04 Jun — Renate (Horse Power Club), Berlin 
09 Jun — SUEYA x KWIA, Berlin 
09 Jun — Kwia x Sueya Innerworlds 
21 Jun — Refuge open air summer party x SUEYA, Berlin 
26 Jun — Trädgården, Stockholm
17 July — Whole Festival (Sueya Collective), Ferropolis
04 July — Soho House, Berlin
06 Aug — Refuge radio worldwide - Video game radio set 


Notable Gigs 2025

Stockholm – Visual Art Night – Fotografiska
Berlin – Sueya: Black Electronic – Paloma Bar
Berlin – Sweetest Juice
Stockholm – Spice Bar: Soda City w/ Ma-yo & Prescott

Notable Gigs 2024

Berlin – BLANC SLATE
Berlin – Refuge Worldwide
Amsterdam – Club Nyx

Notable Gigs 2023

Stockholm – IBNE x FIST
Stockholm – Pride on the Roof – Urban Deli Sveavägen
Stockholm – Kind People Club w/ Jeff Mills, Jennifer Loveless, Bossibility, Johanna Beckman, Samuel’s Gay Bar

Notable Gigs 2022

Stockholm – Queer Art Festival
Stockholm – PHASE 5 w/ Wonekai & Beniwasta
Stockholm – CinemaAfrica
Stockholm – PHASE 5 x IBNE – Slakthuset
Stockholm – PHASE 5 – Underbron / Växthuset
Gothenburg – Way Out West x Oatly w/ Nardos
Stockholm – Redemption
Stockholm – Queer Broken Heart Club #2
Stockholm – PHASE 5 w/ Velvet, Young Lyncee, Science Tool – Trädgården
Stockholm – Private Event
Stockholm – Urban Deli Nytorget
Stockholm – Phase 4 w/ Wonekai, Velvet, Rawel – Taverna Brillo
Stockholm – Phase 5 w/ DJ VV, Bruno Bass, Velvet – Underbron
Stockholm – Taverna Brillo w/ Velvet
Stockholm – Urban Deli Sveavägen
Stockholm – Urban Deli Nytorget
Stockholm – Tise x LLHH – Trädgården

Notable Gigs 2021

Stockholm – Klubb Karani x Klubb Givet
Stockholm – Axel Arigato Sample Sale
Stockholm – IBNE Collective
Stockholm – Redemption
Stockholm – Skogshuset – Trädgården
Malmö – Inkonst
Stockholm – Sneakersnstuff – Åsöplan
Stockholm – Morfar Ginko

Notable Gigs 2020

Stockholm – Monologfestivalen
Stockholm – Pride Island x IBNE – Secret Island
Stockholm – Skogshuset Part 2 – Rave
Stockholm – Black Lives Matter Livestream Fundraiser – HOBO Hotel
Stockholm – Klubb Dubbeltrubbel – Fasching
Stockholm – DZO DZO – Underbron

Notable Gigs 2019

Stockholm – SUSI TAIN – Little T8ng
Stockholm – SUSI TAIN – Underbron
Stockholm – Dickies Release Party – Junkyard
Stockholm – Klubb Karani – Morfar Ginko
Gothenburg – The Connect, VIP Area – Way Out West Festival
Stockholm – Premiere: Klubb Karani – Fröken Vandal
Stockholm – The Connect x Wantigga – TAK
Stockholm – Opulent | Queer Underground #2 – Secret Location
Stockholm – Jackie and Friends – Fröken Vandal
Stockholm – Gelato – Södra Teatern
Stockholm – Karani – Paradiso
Stockholm – Pop Kväll – Slakthuset

Notable Gigs 2018

Stockholm – Hornhuset Weekend Takeover x Gather Festival, ISSA KIKI – Hornhuset
Stockholm – ISSA KIKI – Södra Teatern
Gothenburg – Caliroots Store
Stockholm – Pride – Urban Deli
Stockholm – FIST – Patricia
Stockholm – Paradiso
Stockholm – Hilma ISSA Ball Premiere
Stockholm – Trädgården
Stockholm – Axel Arigato Tech Runners Release Event
Stockholm – Boquerian
Stockholm – Urban Deli Sveavägen
Stockholm – Umgänget
Stockholm – Ljunggren
Stockholm – Klubb Pop – Slakthuset
Stockholm – Axel Arigato Store
Stockholm – Paradiso

Notable Gigs 2017

Stockholm – Premiere – Kåken
Stockholm – Kevin x Evelina – Södra Teatern
Stockholm – Axel Arigato Store",https://i1.sndcdn.com/avatars-y48ydBwYPcaGHIVk-HYGm5g-large.jpg,breaks,ok,2026-07-11T09:17:17+00:00
Katalina Schwarz,https://www.wholefestival.com/lineup,"A Chilean DJ with over 10 years of experience in the electronic music scene. Katalina is known for her ultra-danceable techno sets, which are also cutting-edge and experimental. Her unique style has established her as a leading figure in the national electronic music scene, with appearances at major festivals such as Creamfields, DGTL, F2F, and Whole Festival in Berlin.",https://soundcloud.com/katalinaschwarz,https://soundcloud.com/katalinaschwarz,https://www.instagram.com/katalinaschwarz/;https://soundcloud.com/katalinaschwarz,https://soundcloud.com/katalinaschwarz,2535,,https://i1.sndcdn.com/avatars-6Jd8gNG15HzIfAfa-Uuo0zQ-large.jpg,techno; experimental,ok,2026-07-11T09:17:17+00:00
Kate Bush Therapy,https://www.wholefestival.com/lineup,"Jeffrey Sfire is a massive Kate Bush fan and tends to dive deep into her music, especially after heavy shit goes down. He’s always felt that fully immersing in her world can be kind of therapeutic, and for over a decade he’s wanted to play an all-Kate set. It finally came together at WHOLE 2024, a fever dream for the Kate freaks. \n\nSo good, we’ve brought it back again. Come to the Ambient Stage Sunday afternoon to step into some shared Kate-ness, an invitation for those in need of something collectively lush collective and transcendent.\n\nAlongside his ambient Kate Bush set, Jeffrey will also play the Beach stage on Saturday evening with Cocktail d’Amore; originally from Detroit and now based in New York, he is known for his impeccable record collection and for Sfire, his seminal project with Sophie.",https://soundcloud.com/jeffreysfire,https://soundcloud.com/jeffreysfire,https://soundcloud.com/jeffreysfire;https://www.instagram.com/jeffreysfire/,https://soundcloud.com/jeffreysfire,2778,,https://i1.sndcdn.com/avatars-000063146090-mrrkp4-large.jpg,ambient,ok,2026-07-11T09:17:17+00:00
Katy da Voz e as Abusadas (LIVE),https://www.wholefestival.com/lineup,"The group composed of Katy da Voz, Palladino Proibida, and Degoncé Rabetão, originally from the Grajaú neighborhood, has been together since 2019. Since then, they have released several productions, albums, and singles, including a remix of VTNC with Urias and Sensação de... with Irmãs de Pau. In 2025, the group went on a Halloween tour with Pabllo Vittar and then released their latest album, “A Visita,” featuring Linn da Quebrada, Mc Taya, and productions by Carlos do Complexo, PZZS, FUSO! and FKOFF. The album has already surpassed 2 million streams and entered the APCA list of the 100 best albums of 2025.",,,https://www.instagram.com/katydavozeasabusadas/;https://www.tiktok.com/@katydavozeasabusadas?_r=1&_t=ZS-94lwIWomDqb;https://open.spotify.com/intl-pt/artist/18d98atAsxwOOhHGF9Mhxb,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
KEMIK,https://www.wholefestival.com/lineup,"Attention! Attention! This is Kemik, one of the founders of Korgy. A true community builder gathering the scene and setting the floor on fire. Minimal? Not quite! Expect an ecstatic mix of techno, trance, pop and dance—an ode to the fun-tastic, sweaty and sassy ensemble. Kemik has one target on the dancefloor and that target is you. Recent gigs outside of Finland have included DAS in Copenhagen, KitKat Club & RSO in Berlin with the Korgy crew for Gegen and PRNCPTL, and London’s FOLD for Boudica.",https://soundcloud.com/kemik_korgy,https://soundcloud.com/kemik_korgy,https://www.instagram.com/_kemik___/;https://soundcloud.com/kemik_korgy,https://soundcloud.com/kemik_korgy,49,DJ & Co-founder of Korgy collective,https://i1.sndcdn.com/avatars-ZByAFuk2lj8OsPPD-z3Qzog-large.jpg,techno; trance; pop,ok,2026-07-11T09:17:17+00:00
